# Constructed from biom file																																																																																																																										
#OTU ID	AF001	AF002	AF003	AF004	AF005	AF006	AF007	AF008	AF009	AF010	AF011	AF012	AF013	AF014	AF015	AF016	AF017	AF018	AF019	AF020	AF021	AF022	AF023	AF024	AF025	AF026	AF027	AF028	AF029	AF030	AF031	AF032	AF033	AF034	AF035	AF036	AF037	AF038	AF039	AF040	AF041	AF042	AF043	AF044	AF045	AF046	AF047	AF048	AF049	AF050	AF051	AF052	AF053	AF054	AF055	AF056	AF057	AF058	AF059	AF060	AF061	AF062	AF063	AF064	AF065	AF066	AF067	AF068	AF069	AF070	AF071	AF072	AF073	AF074	AF075	AF076	AF077	AF078	AF079	AF080	AF081	AF082	AF083	AF084	AF085	AF086	AF087	AF088	AF089	AF090	AF091	AF092	AF093	AF094	AF095	AF096	AF097	AF098	AF099	AF100	AF101	AF102	AF103	AF104	AF105	AF106	AF107	AF108	AF109	AF110	AF111	AF112	AF113	AF114	AF115	AF116	AF117	AF118	AF119	AF120	AF121	AF122
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Pseudonocardia	0	0	0.14529915	0	0	0	0	0	0	0	0	0	0.0234664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02963245	0	0	0	0	0	0.0140539	0.0231535	0	0.2566124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028803	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Saccharopolyspora	0	0	0.01755275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0096702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008309	0	0	0.004005	0.0019219	0	0	0	0	0	0.00069135	0	0	0	0	0	0.00234265	0	0	0	0	0.00314255	0	0	0	0	0	0.00339305	0	0	0.00064335	0	0	0	0	0.00329105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014951	0	0.00228515	0	0	0.00701595	0	0	0	0	0	0	0	0	0	0	0	0	0.00360455	0	0	0	0	0	0.11059785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella	0.0277899	0	0.0050623	0.0003257	0.0141968	0	0.04815075	0.00347475	0	0	0	0.04196065	0	0	0	0	0	0.01371265	0.01805015	0	0	0.3064357	0	0.0052645	0.08154275	0	0	0.0044115	0.02884135	0.01384275	0.00232085	0.01128535	0	0.03572	0	0.0110934	0	0.0001268	0	0	0	0	0.00541695	0	0	0.009897	0.0339868	0.00251705	0	0	0	0.06867695	0.0324515	0	0	0	0	0	0.0108974	0.0954668	0	0.0367041	0.00021095	0	0	0.0008921	0	0	0.0687151	0	0.00237975	0	0.0032246	0	0	0	0	0.0700906	0.076103	0.0186793	0	0	0	0	0	0.0028217	0	0	0	0	0	0	0	0	0	0	0.01192165	0	0	0.00609605	0	0.02070885	0.0098301	0.0115498	0	0	0.0038983	0	0	0.00027135	0	0	0	0	0.0035597	0	0	0	0	0.00321915	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium	0.00532595	0	0	0.00815105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0484932	0	0	0	0	0	0	0.00268255	0	0	0	0	0.00556145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01878265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00533155	0	0	0	0	0.00559665	0	0	0	0	0	0.00081025	0	0	0	0	0	0.0002293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059647	0	0	0	0	0	0	0	0.02230775	0	0	0	0	0	0.0018181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042395	0.02071225	0	0	0	0	0	0	0	0	0	0	0	0.01275755	0	0	0	0	0	0.0115778	0	0	0	0	0	0	0	0	0	0	0	0.0023887	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella	0	0	0	0.00194245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	0	0	0	0.00682005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0	0	0	0	0.0158178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037535	0	0	0	0.0283503	0	0	0	0.0033283	0	0	0.00040855	0	0	0	0	0	0	0	0	0	0	0.0009116	0	0	0.0019459	0	0.00094125	0.00117915	0	0.0006298	0	0	0.0615762	0	0	0.59592455	0	0	0	0	0	0.0002041	0	0.19038185	0	0	0	0	0	0	0.00297575	0.0131008	0	0	0	0	0	0	0	0	0	0	0.1422683	0	0	0.01315255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0534721	0	0.01003565	0	0	0.04096995	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00789835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0210933	0	0	0	0	0	0	0	0	0	0.00816795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	0	0	0.00214585	0.0080906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041269	0	0	0	0.00259655	0	0	0	0	0	4.82e-05	0	0	0	0	0	0	0	0	0	0	0.0006842	0	0.0004136	0	0	0.0015057	0	0	0.0001535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030802	0	0	0	0.0034326	0	0	0	0.0052449	0	0	0	0	0	0	0.0005421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	0	0	0	0.18648585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0	0	0.00207365	0.17213075	0	0.44999675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656755	0	0	0	0.03434915	0.001181	0	0	0	0	0.0328451	0	0	0	0	0.01568655	5.64e-05	0	0	0	0	0	0	0	0.00035285	0	0.00903775	0.0004781	0	0.0094383	0	0	0.0080527	0	0	0.0042593	0	0	0.0044957	0.0006366	0.00125725	0.0053179	0.04914345	0.5229773	0	0	0	0	0.0052978	0.0635861	0	0.0884033	0	0	0	0	0	0.017085	0.02885795	0	0	0	0	0	0.00508645	0	0	0	0	0	0	0	0	0.01644715	0.00211825	0	0	0.00172035	0	0	0	0.0008579	0.0015337	0	0	0	0.00068735	0	0.00434665	0	0	0.0079573	0	0	0	0.3202805	0.0066443	0	0.0005841	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03653455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Hymenobacter	0.00119935	0	0	0	0.0238121	0	0	0	0	0	0	0.0271525	0	0	0	0	0.00134245	0	0.0201624	0	0	0	0	0	0	0	0	0.0090687	0	0	0.00270915	0	0	0.00480315	0.00445925	0.00361645	0.0141563	0.00032585	0	0	0	0.00055785	0	0	0.01036765	0	0.0040095	0	0.00018005	0	0.0295898	0.00029135	0.0212445	0.00811215	0	0	0	0	0	0.0010984	0.0181653	0	0	0	0	0.0011696	0	0	0	0	0	0	0	0	0	0	0	0.01469495	0	0	0	0	0.0015109	0.0013375	0	0	0.00101575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005266	0	0	0	0	0	0	0.0203265	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Bergeyella	0	0	0	0	0	0	0	0	0	0.0015662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	0.00298145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168873	0	0	0	0	0	0	0	0	0	0.00675825	0.00819815	0	0	0	0	0	0	0.0057398	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0695765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriales_noname|g__Candidatus_Sulcia	0	0	0	0	0	0.05036935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34500985	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04979145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1582311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriales_noname|g__Flavobacteriales_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01010485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00677065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	0	0	0	0	0	0	0	0	0	0.09995455	0	0	0	0	0	0	0	0.00723275	0	0.0135737	0	0	0	0.0049071	0	0.0303207	0	0	0.00766245	0	0	0	0	0	0	0	0.36019995	0	0.00112555	0.03127245	0	0.0503645	0	0.1913236	0	0.00433595	0.01282835	0.0318431	0	0	0	0.02058535	0.0466009	0.0471019	0	0	0	0	0	0.04122385	0.06768115	0	0	0	0	0	0.01401595	0	0	0.0300261	0.0109831	0.0327146	0	0	0	0	0	0	0	0.050818	0	0	0.012974	0.01700365	0.14329255	0	0.03202865	0	0.01471145	0	0	0	0	0	0	0	0	0	0	0.0354435	0	0	0	0.01926145	0.0153799	0.08760055	0	0	0	0.05370255	0	0	0	0	0	0	0.0313405	0.03445435	0.02574975	0.05832705	0.08672905	0.006177
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0228432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002349	0	0	0	0	0	0	0	0	0	0	0	0.0258242	0	0	0	0	0	0	0	0	0	0	0.00183665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Arthrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Microcoleus	0	0	0	0	0	0.01865755	0	0	0	0.0247898	0	0.00889695	0	0	0	0	0.02139955	0	0	0	0	0.00300605	0	0.00565445	0	0	0	0.0098509	0	0.0115372	0.0095562	0	0	0	0	0.1779008	0	0	0	0	0	0	0	0	0	0	0.0145333	0	0.0030303	0	0.0072061	0.0301839	0.0234413	0.0590213	0	0	0.00396915	0	0	0	0.01412365	0	0.0080307	0	0	0.00246995	0	0	0.0534242	0.0074468	0.0095871	0.00344455	0	0.00334035	0	0	0.0611364	0	0	0.01053875	0	0	0	0	0	0	0.06445765	0.04279005	0.00849575	0	0	0	0.0247745	0	0	0	0.01487035	0	0	0.09739625	0	0.0033138	0	0	0.001903	0	0	0	0	0	0.06751625	0.0263194	0.0030724	0	0	0.0106196	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	0.0105885	0.05623985	0.00959115	0	0.13097275	0	0.00967845	0.017021	0	0.01680925	0	0.0957068	0	0	0	0	0.02586965	0	0	0	0.01024385	0	0	0.00194655	0.00718365	0	0	0.01190865	0	0	0	0	0	0	0.01265815	0.0159944	0.02210155	0.0048952	0.00125955	0.04346345	0	0	0	0.0042592	0.10256605	0.00948205	0.04392285	0.02726665	0.00120285	0.0117863	0.00871135	0.0306377	0.00634035	0	0	0	0.0010909	0.0082661	0	0.0265923	0.0193564	0.02338035	0.0467439	0	0	0	0.0147661	0	0.02152795	0.02054415	0	0	0.04297845	0.0052055	0	0	0	0.0402559	0	0	0.00463535	0	0.00777965	0.0159088	0	0.00235035	0	0	0.141286	0	0	0	0	0.02601595	0	0	0	0	0.0236371	0	0	0.00400605	0	0	0	0	0.0300051	0	0	0.0063042	0	0.01433555	0.0111041	0.00318105	0.0039963	0.0178171	0	0	0	0.0100971	0.01057155	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00470425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002773	0	0	0	0	0	0	0	0	0.0008759	0	0	0	0	0	0	0.0110047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041613
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella	0	0	0.00375775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034143	0	0	0	0	0	0	0	0.01377825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001691	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09445545	0	0	0	0	0	0	0	0.01114585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.3866016	0	0.08713345	0.01195005	0.0756267	0	0.0034062	0.04336905	0.00527495	0	0	0.00850415	0	0	0	0	0	0	0	0	0.1806482	0.0942445	0.08223445	0.1413247	0.0204107	0	0.0348846	0	0.0491136	0	0.2060758	0.02284165	0.39704625	0.0049407	0.0019371	0.0011165	0	0.00723785	0.00386995	0	0	0.0036154	0.00142445	0	0	0.01752245	0.0035031	0.03951625	9.23e-05	0.2131339	0	0.104716	0.0248157	0.0052568	0.00431235	0	9.175e-05	0	0	0	0	0.11283745	0.00836705	0	0	0.0033706	0.00290775	0	0	0.0098098	0.0408504	0.032474	0.00453425	0	0	0	0.0556911	0.0017271	0.0608339	0.00611895	0.0898758	0.53591215	0.0182938	0	0	0.01858285	0.1637943	0	0	0.54762025	0	0	0	0.0021463	0	0	0.00124275	0	0	0.20071665	0	0.18538705	0.04998025	0	0.0491442	0	0.0771934	0.0192634	0.22964545	0	0	0	0	0	0.12592255	0.2257943	0	0	0	0	0	0.1994571
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	0	0	0	0	0	0	0.09502855	0	0	0	0.00055695	0	0	0	0	0	0	0.0016278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097585	0	0.00021375	0.0026006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13545555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023217	0	0	0	0	0	0	0	0	0	0.0053332	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia	0	0	0	0	0	0	0	0.00390215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010834	0.003486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051544	0	0	0.00042705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296705	0	0	0	0	0	0	0	0	0.00104905	0	0	0	0.00062275	0	0	0	0.0022332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Alloiococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
