# Constructed from biom file																																																																																																																										
#OTU ID	AF001	AF002	AF003	AF004	AF005	AF006	AF007	AF008	AF009	AF010	AF011	AF012	AF013	AF014	AF015	AF016	AF017	AF018	AF019	AF020	AF021	AF022	AF023	AF024	AF025	AF026	AF027	AF028	AF029	AF030	AF031	AF032	AF033	AF034	AF035	AF036	AF037	AF038	AF039	AF040	AF041	AF042	AF043	AF044	AF045	AF046	AF047	AF048	AF049	AF050	AF051	AF052	AF053	AF054	AF055	AF056	AF057	AF058	AF059	AF060	AF061	AF062	AF063	AF064	AF065	AF066	AF067	AF068	AF069	AF070	AF071	AF072	AF073	AF074	AF075	AF076	AF077	AF078	AF079	AF080	AF081	AF082	AF083	AF084	AF085	AF086	AF087	AF088	AF089	AF090	AF091	AF092	AF093	AF094	AF095	AF096	AF097	AF098	AF099	AF100	AF101	AF102	AF103	AF104	AF105	AF106	AF107	AF108	AF109	AF110	AF111	AF112	AF113	AF114	AF115	AF116	AF117	AF118	AF119	AF120	AF121	AF122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum	0	0	0	0	0	0	0.0025753	0	0.15713795	0	0	0	0	0	0	0	0	0	0	0	0.01435045	0.00264335	0.03191275	0	0	0	0	0	0	0	0.01734085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04612835	0	0	0	0	0.0948575	0	0	0	0	0	0.13093275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01597795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1831519	0	0	0	0	0	0	0	0	0	0	0	0	0.019258	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404005	0	0.00291525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04905485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118168	0	0	0	0	0	0	0.00165805	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0803129	0	0	0	0	0	0	0	0	0.204491	0	0	0	0	0	0	0	0	0	0	0	0	0.00758685	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.00706135	0	0.0041145	0.00021435	0.006523	0	0.0219179	0.0015988	0	0	0	0.0815904	0	0	0.00949525	0	0	0	0	0.02242845	0.171827	0.00104695	0	0.1537973	0.03947215	0.00039795	0.0052596	0	0.05433725	0.0505736	0.0420533	0.01786055	0	0.012634	0	0	0	0.0297221	0	0	0	0	0.3595458	0.11128395	0	0.0006871	0.01777795	0	0.00026655	0.05515355	0	0.01151025	0.0773173	0	0	0	0	0	0	0.0004206	0	0.00373585	0.0010529	0	0	0.0272656	0	0	0.12120625	0	0.0801116	0.14653135	0	0.3407038	0	0	0	0.00380085	0	0	0.00954855	0.0083595	0.0011465	0	0	0.001685	0	0	0	0	0	0	0	0	0.31661045	0	0.02208535	0	0	0	0	0.0326722	0.01300685	0.02919945	0	0	0	0.0122395	0	0	0	0	0	0	0.09470615	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63617955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03510035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	0	0	0	0	0	0	0	0	0	0	0.00061505	0.0043687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1723729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02822265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02509005	0	0	0	0	0	0	0.00753585	0	0	0	0	0	0	0	0	0	0	0	0	0.00825535	0	0	0	0.01476815	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella	0	0	0	0	0.0013195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1003856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0	0	0.0003803	0	0.00698865	0	0	0.0013463	0.0127093	0	0.01038105	0.01120595	0	0	0	0	0	0	0	0	0	0	0.00334195	0.00027145	0	0	0	0	0	0	0	0.0075666	0	0	0	0.0010001	0	0	0	0	0	0	0	0	0	0	0.00936995	0	0.0738598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00726765	0	0	0	0	0.0487606	0.2497281	0	0.0117064	0	0	0.0460866	0.01575545	0	0.11165755	0	0	0.0021345	0	0	0	0	0	0.08080565	0	0	0	0	0	0	0	0	0	0	0	0	0.0513411	0	0	0	0	0	0	0	0.0198683	0	0	0.0005252	0	0.0642179	0	0	0	0.0309269	0.02153205	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0003095	0	0.0712489	0.41428825	0.0055072	0	0	0.0011694	0	0.01796435	0.172111	0.0457439	0	0	0.0323884	0.0618327	0	0.0049045	0	0.0077499	0	0	0.007996	0.13568695	0.017869	0	0	0	0	0	0	0.0172783	0	0	0	0	0	0.002255	0	0	0	0.0014328	0	0.0880101	0	0.0009947	0	0	0.0922966	0	0	0	0.00660645	0.00197145	0	0	0	0	0.0163696	0	0.0201986	0.01929665	0	0	0	0.03565265	0	0	0.0508879	0.0019215	0.13475455	0.135283	0	0.1480238	0	0	0.0452468	0	0.0035755	0.13510765	0	0.0214285	0.05438395	0.09636485	0	0	0	0.06293915	0	0	0	0	0	0	0	0	0.1553555	0	0.0008936	0	0	0.0047496	0.00777965	0	0	0	0	0	0	0.11944995	0.1470888	0	0	0	0.01263305	0.00108155	0	0.01900785	0	0.0525938	0	0.00410765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname	0	0	0	0.01096685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium	0	0	0	0.05165245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	0	0	0.0078311	0	0.001584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02243275	0	0.0024255	0.00887505	0.0017926	0	0	0.00200605	0	0	0	0.0134463	0	0	0	0	0	0	0	0	0	0.00069295	0	0	0.02379575	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00301155	0	0	0	0	0	0	0	0.01127125	0	0	0	0	0	0	0	0	0	0.0027411	0.01639125	0	0	0	0.0005348	0	0	0	0.00203595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015309	0	0	0	0	0	0	0	0	0	0	0	0.0031803
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia	0.00071055	0	0.00028205	0	0.01004985	0	0	0.00749635	0	0	0	0	0	0	0	0	0	0.00121105	0	0	0	0	0	0.0011807	0.03334465	0	0.01918545	0.0045885	0.00597185	0.02503615	0	0.00892595	0	0	0	0.00277365	0	0.00328465	0	0	0	0	0.0031037	0	0	0.0042877	0	0.00566925	0.0191435	0	0.0075842	0	0	0.0232233	0	0	5.53e-05	0	0	0	0	0	0.0033617	0	0	0.00044705	0	0	0	0	0.00025535	0	0	0	0	0	0	0	0	0	0	0.0239442	0	0	0	0.00710945	0	0	0	0.00497795	0	0	0	0	0	0	0.00165485	0	0.0005241	0	0	0.0001307	0	0.0219825	0	0.00141005	0	0.00175925	0	0	0	0	0	0	0.0023483	0	0	0	0	0	0	0.00016665
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas	0	0	0	0.01107345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0	0	0	0.0227131	0.00352	0	0	0.00611195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0302969	0.00283225	0.02522565	0	0.01275575	0	0	0.026203	0	0.0037651	0	0	0	0.0004213	5.48e-05	0	0	0	0.03307435	0	0.00175195	0.0107564	0	0.01964245	0	0	0	0	0	0.05635415	0	0	0.13369525	0	0	0	0.0148879	0	0.00623385	0	0	0	0	0	0	0	0	0.0043473	0.0211406	0.0025066	0	0	0	0.0020526	0	0	0.0087952	0	0.00422115	0	0	0.0660153	0	0	0	0.00806025	0	0	0	0.00706055	0	0	0.00177445	0	0	0	0	0.0074057	0.0011732	0.013034	0.05734655	0	0.00741885	0.00299005	0	0	0	0	0	0	0	0	0.0010817	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0	0	0	0	0	0	0.01144765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0620856	0	0	0	0.0257035	0	0	0.01354425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03090035	0	0	0.0462282	0	0	0	0	0	0.0235827	0.05342285	0	0	0	0	0	0	0.0176907	0	0	0	0	0.0436688	0.0065281	0	0.0913553	0	0	0	0	0	0	0	0	0	0	0.1817284	0.0105176	0.00499595	0.031659	0	0	0	0	0	0	0	0	0	0	0	0.0326301	0	0	0	0	0	0.00217775	0	0.0486013	0	0	0	0	0	0	0	0	0	0.00038655	0	0	0	0.022471	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0	0	0	0.00012425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00910025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00510125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum	0	0	0	0.0012568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0	0	0	0.0004948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02345485	0	0	0	0	0	0	0	9.66e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025422	0	0	0	0	0	0	0.0125099	0	0	0	0	0	0	0	0	0	0	0.00232015	0	0	0	0	0.0007442	0	0	0	0	0	0.0087951	0	0	0.00318075	0	0	0	0	0	0.00028385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	0	0	0	0.0005819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01448285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02773605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03252925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0	0	0.0028458	0	0	0	0	0.00049715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184054	0	0	0	0.00305685	0	0	0.01785125	0	0	0	0	0	0	0	0	0	0	0.0256887	0	0	0	0	0.0007571	0.0005503	0	0	0	0	0.01199385	0	0	0.0360334	0	0	0	0.01216335	0	0.00235955	0.001322	0.0027374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024825	0.0158086	0	0.0229785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0	0	0	0	0	0	0	0.0031424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004148	0	0	0	0	0	0	0.03708695	0	0	0	0	0	0	0	0	0	0	0.0169369	0	0	0	0	0.000348	0	0	0	0	0	0.0450313	0	0	0.0178787	0	0	0	0.0022451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0836577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	0.00924565	0	0.02065675	0.00133835	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0199156	0	0	0	0	0	0	0.08347445	0.02398025	0.00672535	0	0.02105305	0	0.0272901	0.03479845	0	0.01048195	0.00829565	0.0396671	0	0	0	0	0.04247985	0	0.00636955	0.0062454	0.07445855	0.00193825	0	0.0053559	0.0008242	0.00772425	0.0142529	0	0	0.06667775	0	0	0.0037171	0.01186185	0.0472275	0.00435685	0.00559475	0	0.03236225	0	0	0	0	0	0	0.00589975	0	0	0.0281663	0	0	0	0	0.0132531	0.0135575	0	0.00765725	0.00670025	0	0	0	0.01195165	0.01258645	0	0.0460235	0.011649	0	0	0	0.1079824	0	0	0	0	0.0377264	0.0139284	0	0.00430195	0	0.042482	0.36464515	0.01433765	0.1488997	0.0153639	0	0.03397705	0.10748115	0	0	0.0087489	0	0	0	0.14566725	0	0.0033086	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265895	0	0	0	0	0	0.0435086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00927235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia	0	0	0	0.0069096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01607205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	0	0	0	0.009086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	0	0	0	0	0	0.0599221	0.0266751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1491383	0	0	0	0	0	0	0	0	0	0	0	0.00737635	0	0	0	0	0	0	0.0046209	0	0	0	0	0	0	0	0	0	0	0	0	0.2111291	0	0	0	0	0	0	0.0577512	0	0	0	0	0	0.1958357	0	0.01968265	0	0	0	0.00805255	0	0	0	0	0	0	0.18648655	0.0627369	0	0.078947	0	0	0	0	0	0	0	0.01877745	0	0	0	0.08858915	0	0	0	0.0081623	0	0	0	0	0	0	0	0	0	0.0059851	0	0	0	0.0231435	0	0	0.00668305	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074862	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas	0	0	0	0.0093243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
