# Constructed from biom file																																		
#Sample ID	A2	A5	A7	A9	A10	A11	A16	A17	A18	A19	A22	A23	B6	B8	B12	B28	B29	B30	B32	B34	B35a	B35b	B37	B39	B42	B44	B47	B49	B51	C53	C54	C57	C60	C62
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	10.16055	0.04241	0.00103	0	8.8679	0	0	0	0.01272	0	0.01258	0	0	0	0.29824	1.35256	0	0	0.09749	1.15331	0	0	0	0.00798	0	10.02399	0.84187	0.04518	0	0.00651	8.93403	0.10484	0.00578	4.27003
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_viridans	0	0	0	0	0	0	0	0	0	1.22251	0	0	0.59183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0573
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	2.36178	0.0077	0.22167	0	1.33369	0	0.00403	0	0.04469	0	0	0	1.30982	0	1.18696	0.33514	0.619	0	0	1.61301	0.33793	0.27998	0	0.14923	0.10369	2.04463	0	0.58262	0.00331	0	0	0	0.03638	2.05178
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	2.0903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03652	0	0	0	0.07035	0	0	0	0	1.11997	0	0	0	0	0.62531	0	0	0.56517
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified	2.62255	0.15997	0.71576	0	0	0.47434	0.02605	0	0	0.02378	0	1.29058	0.94676	0.00503	0	0	0.67886	0	0.06793	0	0.19458	0.01872	0.18582	0.91008	0.16802	0	0	0.81664	0.02257	0.01416	0	0	0.22704	0.1124
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05912	0	0	0	0	0	0	0	0	0	2.51157	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	0	0	0.01865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16059	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0.07594	0	0	0	0	0	0.10927	0	0.01186	0	0.01335	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	1.94662	0	0	0.07705	2.00656	0	0	0	0.01618	0	0	0.73139	3.84486	0	0.07929	0	0.19972	0	0.3288	0.27987	0.86427	0.28581	1.56165	2.60411	1.43736	0.83871	0	0.92391	0.05915	0	0	0.00691	7.89894	1.39771
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	0.04109	0	0.0262	0	0.02761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00887	0	0	0.00356	0	0	0	0.00103	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	0	0	0.00258	0.02878	0.9445	0	0	0	0.09415	0	0	0	0	0	0.02478	0	0.00292	0	0	0.40852	1.03007	0.41492	0.08354	0.00894	0	0.1195	0	0.0509	0	0	1.72938	0	0.12211	0.01937
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	0.4691	0	0.19982	0	0.37163	0	0	0	0.00835	0.03623	0	11.60397	0.8066	0	0.21898	2.91534	0.01329	0	0.38508	0.77018	0.09301	0.0406	0	0	0.05919	0.07174	23.82105	0.10287	0	0.01393	0	0.16028	0.05283	0.18254
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	1.5821	0.06995	0.05828	0	1.50506	0.48017	0.17492	0	0	0	0.01498	0	3.67962	0	0.39271	0	0.72153	0.05527	0	0.09166	0.12553	0	1.53609	1.43428	1.15874	0.87081	0	2.21868	0.01334	0	0	0	0	0.6869
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	0.77966	0	0.01194	0	6.11033	0	0	0	0	0.03857	0	0	0	0	0.49133	0.27343	0.00933	0	0	0.03494	0.14719	0.0396	0	0	0.02643	0	0	0.01933	0	0	0	0	0.21761	2.75366
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae	1.20263	0	0.11343	0.10587	2.04604	0.12373	0.15004	0	0.11043	0.00267	0	9.68664	6.43362	0.01481	1.16109	4.31957	0.64867	0	1.26636	0.65746	1.23971	0.78821	0.13324	0.14204	1.85952	4.57561	1.22478	0.568	0.03073	0	0.98233	0.00654	1.49792	7.26886
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	0	0	0.00745	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03991	0	0	0.66059	0.62109	0.21738	0	0	0.00491	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oligofermentans	0	0	0	0	0.46636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03992	0	0	0	0	0	0.00637	0	0.02632	0	0	0	0	0	0.04174
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	6.44253	0.80713	15.70087	0.0068	3.45295	6.47248	0.68707	0	0.16571	0.06905	0.01324	0	8.71804	0	1.12324	6.39376	4.33143	0.05435	0.14929	1.60885	7.80916	2.06909	1.10824	2.71384	8.17254	0.86373	1.61444	5.41006	0.0896	0.00986	0.21286	0.01648	0.28102	4.4298
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris	0.14375	0	0.66928	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0.62553	0.51223	8.88587	0	2.00815	1.29281	0.27066	0	0.12451	0.03356	0	0	8.62569	0.00229	0.54191	1.93235	1.06419	0.0064	0.03349	0.44413	6.81594	0.81095	1.76262	1.50604	10.46923	0.29453	0	3.58429	0.17718	0	0	0	0.04663	1.06252
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	7.12464	0.07255	0.45061	0.21421	8.94494	0.04077	1.61922	0	1.20601	0.94699	0	5.21934	5.8303	0.14264	7.98603	7.02401	0.37687	0.02417	0.64555	7.41567	12.92734	7.77301	0.1972	0.13539	2.43953	10.7354	24.58042	4.05308	0.47943	0.00884	10.13578	0.02348	1.25513	14.41439
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_BS35b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_GMD5S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75594	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138	0	0	0	0	0	0	0.36767	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_tigurinus	1.12689	0	0.01244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02618	0	0.32218	0	0.07892	0.05624	0.01671	0.00389	0	1.04951	0	0.00834	0	0.02077	0.36063	0	0	0.62297
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	0	0	0.06539	0	0	0	0.10658	0	0	0.18867	0	0	0	0	0.37741	0	0	0	0	0.1571	0.06404	0.02317	0	0.01977	0.14144	0	0	0.91867	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum	0.01387	0	0.01216	0	0.08169	0	0	0	0	0	0	0	0	0	0	0	0.01049	0	0	0.18979	0.00781	0	0	0	0	0	0	0.22211	0	0	0	0	0	0.01704
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra	0	0	0	0	0.00628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135	0	0	0	0	0	0	0	0.19996
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified	0.05009	0	0.01005	0	0.40492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01128	0.00464	0	0	0	0	0.05785	0	0.01394	0	0	0	0	0	0.41952
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy	0.15429	0	0	0	0.69393	0	0	0	0	0	0	0	0.06215	0	0	0	0	0	0	0.20139	0.07448	0.00119	0	0	0	0.04364	0	0.04467	0	0	0	0	0	0.54469
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_saphenum	0	0	0	0	0.0325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi	0.02464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06583	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0.06437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava	0	0	0	0	1.55031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum	0	0	0.03505	0	1.49151	0	0	0	0	0	0	0	0	0	0	0.17129	0	0	0	0.14196	0.03606	0	0	0	0	0.13993	0	0.14621	0	0	0.81029	0	0	0.0393
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_ICM7	0.03765	0	0	0	0.43423	0.07623	0	0	0	0	0	0	0.93461	0	0.00133	0	0.01105	0	0	0.07478	0	0	0.10047	0.03928	0.22257	0.10998	0	0.48969	0	0	0	0	0.00891	0.06977
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_oral_taxon_082	0	0	0.16414	0	0.04844	0	0	0	0	0	0	0	0.23812	0	0	0.22318	0.01841	0	0	0	0.00298	0	0.00857	0	0.01385	0	0	0.79375	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_oral_taxon_107	0	0	0	0	0.41444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05272	0	0	0	0	0	0	0	0.0867	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	0.2117	0	0.79091	0	0.17082	2.54623	0.0057	0	0	0	0	0	0.58228	0	0.07512	0.20599	0.22247	0	0	0.04768	0.12282	0.00505	0.1646	0.20997	1.23762	0.10889	0	0.45611	0	0	0	0	0	0.00434
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_ACB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8477	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078	0	0	0	0	0.35661	0	0	0	0	0	0	0	0	0	0	0.29732	0	0	0	0.10237	0.0073	0	0	0	0	0.02246	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia|s__Shuttleworthia_satelles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	0.06393	0.01912	1.44307	0	1.71563	0.36767	0.0244	0	0	0	0	0	0	0	0.01608	0.68165	0.16146	0	0	0.00303	0.05151	0.0138	0.1625	0	0.20097	0.0241	0	0.3606	0	0	0.83169	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01389	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Eubacterium_yurii	0	0	0	0	0.02477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22294	0	0	0	0	0	0	0	0.00525	0	0	0	0	0	0.16307
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0.06613	0	0.0365	0	0.00932	0	0	0	0	0	0	0	0.46682	0	0	0	0	0	0	0.04473	0	0	0.00989	0	0	0.00658	0	0.13516	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0.04082	0	0.16964	0	0.17075	0	0	0	0	0	0	0	2.78562	0	0.00931	0	0.01106	0	0	0	0	0	0.207	0.00755	0.00481	0	0	0.79706	0.01371	0	0	0	0	0.11186
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	0.19018	0	0.63314	0	0.86544	0	0.02062	0	0	0	0	0	0.87683	0	0.02775	0	0.07752	0	0	0.02986	0.09399	0	0	0	0	0.0852	0	3.72647	0	0	0	0	0	0.0716
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01265	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.01052	0	0.02625	0	0.43322	0	0.03221	0	0	0	0	0	0	0	0	0.03396	0	0	0	0.08621	0.00611	0	0	0	0	0.01221	0	0.23872	0	0	0	0	0	0.03052
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0	0	2.78743	0	0	0.79696	0	0	0	0	0	0	0.0341	0	0	0.21923	0.00326	0	0	0	0.11178	0	0	0	0.2581	0	0	0.89369	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_artemidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23244	0	0	0	0	0.00347	0	0	0	0	0.04407	0	0.0584	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_flueggei	0	0	0.00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579	0	0	0	0	0	0	0	0	0	0	0.09343	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_infelix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00563	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_noxia	0	0	0	0	0.13195	0	0	0	0	0	0	0	0	0	0	0.24243	0	0	0	0.05582	0.07362	0	0	0	0	0.14182	0	0.39985	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_sputigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00655	0	0	0.08127	0	0	0	0	0	0.01509	0	0.04314	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.18261	0.20623	4.59022	0	0.2604	13.19904	0	0	0	0	0	0	3.74049	0	0.07282	4.61239	0.39161	0	0	0.01366	0.283	0.07049	0.63673	0.21441	0.57393	0.03903	0	2.07532	0	0	0.62777	0	0	0.06859
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.04184	0.09708	3.32082	0	0.05305	1.12625	0	0	0	0	0	0	0.144	0	0.05539	1.12655	0.02724	0	0	0.33874	0.49878	0.08722	0.08916	0.00994	0.20364	0.00529	0	0.52679	0	0	0.05383	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	3.85418	0.09169	1.5863	0	1.97374	2.451	0.06057	0	0.10582	0.32541	0	20.57909	4.23475	0.03432	1.22183	9.08672	0.14103	0.01448	0.12844	5.18963	1.08571	0.32559	0.24477	0.03083	0.53676	2.02271	0	1.71203	0.08107	0.28876	30.98018	0.04223	1.01228	2.3051
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_3_1_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40539	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_oral_taxon_780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76523	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	12.802	0.3929	20.6947	0.03218	2.63329	18.07546	0.09568	0.00375	0.07669	0.1173	0.02217	0	5.77872	0.04079	0.33735	0	0.82312	0.01165	0.15249	5.00741	13.36758	2.3161	1.93227	3.34503	6.39903	12.45737	3.31615	19.84742	0.11697	0.01818	14.04029	0.01061	0.44182	1.59523
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0.18732	0	0.06816	0	4.67325	0	0.03259	0	0	0	0	0	0.16348	0	0	0.69389	0	0	0	0.30137	0.02129	0.00963	0	0	0	0.19919	0	0.10555	0	0	0.99928	0	0	1.18123
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum	0.05728	0	0	0	0.31598	0	0	0	0	0	0	0	0.63211	0	0	0	0	0	0	0.02119	0	0	0	0.0335	0	0	0	0.30743	0	0	0	0	0	0.10897
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1276	0	0	0	0.05084	0.04959	0	0	0	0	0.00406	0	0.11323	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_goodfellowii	0.01692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03833
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493	0	0	0	0	0.03569	0.00883	0	0	0	0	0.01878	0	0.06849	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02516	0	0	0	0	0	0	0	0.07265	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_unclassified	0.09587	0	0.09334	0	0.24941	0.03196	0	0	0	0	0	0	1.35397	0	0.46353	0.59808	0	0	0	0.46759	0.47473	0.15804	0	0.00512	0.05682	0.59386	0	1.40211	0	0	1.35888	0	0.03581	0.33344
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei	0	0	0.04101	0	0	0	0	0	0	0	0	0	0.17452	0	0.00612	0.1554	0	0	0	0.17369	0.03335	0	0	0	0.01594	0.06136	0	0.56552	0	0	0.1639	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta	0.05217	0.26278	0.00454	0.12714	0.25279	1.27697	0.0113	4.05961	92.07835	3.57123	0	1.68556	0	2.21233	0	0	0	0.03991	0	0	0.05687	0	0	0	0	0	0	0	0	0	0	5.184	0.04313	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_unclassified	0	0.38661	0.0069	0	0	0	0	0	0	0	0.0098	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0	0	0	0	0	9.87223	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia_unclassified	0	0	0	0	0	0	0	0.04281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Brucella|s__Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01368	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Brucella|s__Brucella_pinnipedialis	0	0	0	0.06598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01617	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum_anthropi	0	0	0	0.77528	0	0	0	0	0	0	0	0	0	0.15191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01876	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tumefaciens	0	0	0	1.37499	0	0	0	0.06786	0	0.01868	0	0	0	0	0	0	0	0	0	0	0	0	0.02184	0	0	0	0	0	0	0	0	0.01365	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_unclassified	0	0	0	0.16494	0	0	0	0.04795	0	0.01516	0	0	0	0.01635	0	0	0	0	0	0	0	0	0.23196	0	0	0	0	0	0	0	0	0.07243	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_lupini	0	0	0	0.02949	0	0	0	0.04357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30505	0	0	0	0	0	0	0	0	0.04404	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_denitrificans	0	0	0	0	0	0	0	0.02226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
