	Klebsiella_oxytoca	Stenotrophomonas_maltophilia	Rothia_mucilaginosa	Enterobacter_cloacae	Veillonella_unclassified	Streptococcus_sanguinis	Brevundimonas_diminuta	Acinetobacter_ursingii	Pseudomonas_unclassified	Kocuria_rhizophila	Veillonella_parvula	Streptococcus_parasanguinis	Rothia_dentocariosa	Acinetobacter_pittii_calcoaceticus_nosocomialis	Sphingobium_yanoikuyae	Neisseria_unclassified	Streptococcus_salivarius	Klebsiella_pneumoniae	Streptococcus_mitis_oralis_pneumoniae	Citrobacter_freundii	Haemophilus_parainfluenzae	Pseudomonas_aeruginosa	Abiotrophia_defectiva	Lautropia_mirabilis	Streptococcus_gordonii	Acinetobacter_lwoffii	Veillonella_atypica	Prevotella_melaninogenica	Streptococcus_australis	Delftia_acidovorans	Rothia_aeria	Klebsiella_unclassified	Raoultella_ornithinolytica	Streptococcus_infantis	Actinomyces_viscosus	Delftia_unclassified	Actinomyces_sp_oral_taxon_448	Kocuria_unclassified	Chryseobacterium_unclassified	Granulicatella_adiacens	Neisseria_sicca	Acinetobacter_johnsonii	Actinomyces_oris	Prevotella_histicola	Actinomyces_odontolyticus	Pseudomonas_stutzeri	Comamonas_unclassified	Streptococcus_intermedius	Gemella_haemolysans	Citrobacter_unclassified	Brevundimonas_unclassified	Corynebacterium_matruchotii	Granulicatella_unclassified	Fusobacterium_nucleatum	Porphyromonas_sp_oral_taxon_279	Actinomyces_massiliensis	Veillonella_dispar	Actinomyces_graevenitzii	Leptotrichia_unclassified	Oribacterium_sinus	Solobacterium_moorei	Stomatobaculum_longum	Corynebacterium_durum	Pseudomonas_putida	Atopobium_parvulum	Megasphaera_micronuciformis	Streptococcus_cristatus	Achromobacter_piechaudii	Granulicatella_elegans	Gemella_unclassified	Peptostreptococcus_unclassified	Stenotrophomonas_unclassified	Escherichia_unclassified	Streptococcus_tigurinus	Gemella_sanguinis	Capnocytophaga_unclassified	Neisseria_flavescens	Actinomyces_johnsonii	Lachnoanaerobaculum_saburreum	candidate_division_TM7_single_cell_isolate_TM7c	Neisseria_elongata	Prevotella_nanceiensis	Gemella_morbillorum	Lachnospiraceae_bacterium_ICM7	Cardiobacterium_hominis	Streptococcus_vestibularis	Bordetella_unclassified	Actinomyces_naeslundii	Aerococcus_viridans	Eubacterium_brachy	Sphingobacterium_unclassified	Capnocytophaga_gingivalis	Prevotella_salivae	Acinetobacter_parvus	Streptococcus_mutans	Lachnospiraceae_bacterium_oral_taxon_082	Agrobacterium_tumefaciens	Kingella_denitrificans	Fusobacterium_periodonticum	Leptotrichia_wadei	Prevotella_pallens	Propionibacterium_propionicum	candidate_division_TM7_single_cell_isolate_TM7b	Kingella_oralis	Achromobacter_unclassified	Selenomonas_noxia	Parvimonas_unclassified	Prevotella_denticola	Ochrobactrum_anthropi	Dialister_invisus	Prevotella_nigrescens	Streptococcus_peroris	Oribacterium_sp_oral_taxon_078	Porphyromonas_catoniae	Peptostreptococcus_stomatis	Prevotella_oris	Neisseria_meningitidis	Neisseria_subflava	Scardovia_wiggsiae	Streptococcus_oligofermentans	Eubacterium_infirmum	Lachnospiraceae_oral_taxon_107	Agrobacterium_unclassified	Atopobium_rimae	Eikenella_corrodens	Rhizobium_lupini	Sphingopyxis_unclassified	Eubacterium_yurii	Campylobacter_gracilis	Alloprevotella_unclassified	Neisseria_bacilliformis	Capnocytophaga_granulosa	Neisseria_macacae	Leptotrichia_buccalis	Selenomonas_artemidis	Haemophilus_sputorum	Prevotella_oulorum	Actinomyces_georgiae	Haemophilus_haemolyticus	Streptococcus_anginosus	Parvimonas_micra	Kingella_unclassified	Roseomonas_unclassified	Catonella_morbi	Cardiobacterium_valvarum	Porphyromonas_endodontalis	Selenomonas_sputigena	Campylobacter_concisus	Prevotella_veroralis	Leptotrichia_hofstadii	Aggregatibacter_segnis	Streptococcus_constellatus	Selenomonas_flueggei	Campylobacter_showae	Scardovia_unclassified	Actinobacillus_unclassified	Aggregatibacter_unclassified
Streptococcus_australis	0.789547080404	0.730525992441	0.764721640081	0.793919860209	0.739896199758	0.754111830629	0.901318835975	0.8378465637	0.773596557032	0.808534651675	0.774091847399	0.808287495039	0.708985733748	0.876472685348	0.956771219222	0.729772628063	0.789926035089	0.898172770867	0.739896199758	0.85690929069	0.697898516575	0.755372693782	0.811650393446	0.780368137278	0.803687642414	0.839327994443	0.749625977816	0.84840730006	0.0	0.823486555217	0.719679407281	0.727391677776	0.828505637061	0.682162314852	0.764942367608	0.836376950866	0.693246715123	0.824957624363	0.881214621564	0.7760692871	0.769606373366	0.787934226507	0.700136288804	0.936089915558	0.618628710146	0.770422671118	0.816614205543	0.772674454463	0.641436326603	0.728594192681	0.836376950866	0.790022574082	0.821139954466	0.829692369497	0.709241517541	0.652199697871	0.831413943116	0.756148163286	0.772024616199	0.757016740284	0.773759727863	0.813623470325	0.720828372376	0.882733274113	0.870297424574	0.928914269149	0.6412152643	0.840398965624	0.85503848557	0.703081532406	0.524873539515	0.828776980884	0.817787116585	0.800288037229	0.739853546404	0.782761573686	0.731442989825	0.735576068535	0.816987531727	0.8378465637	0.736263920684	0.81117215666	0.777451443871	0.642961530118	0.792621212571	0.936802512234	0.83375710735	0.666583443312	0.811242863993	0.714768726345	0.854186467959	0.716709700817	0.803513713508	0.839327994443	0.84709515773	0.829826206157	0.768792307363	0.788029092275	0.728858502824	0.885880773837	0.746959685424	0.682078640018	0.886452304134	0.789691826231	0.820849813728	0.803513713508	0.775367830313	0.736263920684	0.803587040659	0.796144818869	0.794673862599	0.781387234002	0.746959685424	0.789592547916	0.81473735402	0.787064169723	0.778667762975	0.722883248485	0.878005617854	0.716709700817	0.782543476722	0.789592547916	0.89700667719	0.870507538864	0.724177884094	0.773052663597	0.803587040659	0.745935223644	0.754269794049	0.716709700817	0.754269794049	0.754269794049	0.789592547916	0.746959685424	0.788029092275	0.85503848557	0.746959685424	0.754269794049	0.789592547916	0.7544278687	0.789592547916	0.839327994443	0.755067001779	0.754269794049	0.789592547916	0.828505637061	0.754269794049	0.839151829891	0.85503848557	0.716709700817	0.789592547916	0.839151829891	0.820849813728	0.789592547916	0.819036384274	0.789592547916	0.788029092275
Delftia_acidovorans	0.756796870442	0.744430618435	0.751312592784	0.738982875249	0.756796870442	0.738946340777	0.778638638151	0.727895528154	0.772265215481	0.734714543669	0.751312592784	0.738946340777	0.722809340583	0.760953171885	0.735570368244	0.868390687651	0.735270037105	0.943129711197	0.722809340583	0.712637630211	0.7948686564	0.581760214045	0.779225123102	0.859065787803	0.813561754523	0.723655053782	0.817047360452	0.764513842376	0.823486555217	0.0	0.721646116684	0.754307527647	0.970993901747	0.763523699251	0.762467499848	0.195545767606	0.961051735782	0.854309733845	0.474173907327	0.818508966684	0.922299675556	0.581760214045	0.80725875501	0.936542479489	0.817535124912	0.772305306253	0.654244537057	0.898695122071	0.87633408163	0.817203081477	0.38948567332	0.87633408163	0.741008255119	0.906090065583	0.961051735782	0.831544368239	0.813952938435	0.83951370012	0.87633408163	0.845570808296	0.912770200683	0.821741606396	0.890606593745	0.723668690624	0.851124991435	0.936542479489	0.851950699183	0.322182139522	0.949348964642	0.764513842376	0.870767979539	0.819742551001	0.52100064143	0.752472002925	0.870913731283	0.92960636938	0.936542479489	0.922299675556	0.92960636938	0.918569168941	0.949348964642	0.912770200683	0.92960636938	0.863083096524	0.922299675556	0.922299675556	0.538621096439	0.898695122071	0.970993901747	0.92960636938	0.748687640536	0.961051735782	0.949348964642	0.723655053782	0.949348964642	0.855727052218	0.772305306253	0.965851798311	0.943129711197	0.922299675556	0.961051735782	0.918569168941	0.943129711197	0.92960636938	0.723655053782	0.949348964642	0.936542479489	0.949348964642	0.723655053782	0.922299675556	0.922299675556	0.965851798311	0.961051735782	0.970993901747	0.857989545091	0.949348964642	0.922299675556	0.943129711197	0.943129711197	0.961051735782	0.936542479489	0.970993901747	0.723668690624	0.943129711197	0.961051735782	0.753201488664	0.723655053782	0.965851798311	0.965851798311	0.961051735782	0.965851798311	0.965851798311	0.970993901747	0.961051735782	0.965851798311	0.949348964642	0.961051735782	0.965851798311	0.970993901747	0.772305306253	0.970993901747	0.970993901747	0.970993901747	0.965851798311	0.970993901747	0.970993901747	0.965851798311	0.949348964642	0.949348964642	0.961051735782	0.970993901747	0.949348964642	0.970993901747	0.970993901747	0.965851798311	0.970993901747	0.965851798311
Rothia_aeria	0.79010100452	0.772091907118	0.685669800322	0.725437601409	0.66766070292	0.657464925743	0.817216317829	0.808136829492	0.747360483219	0.73897207884	0.775248889347	0.691517366794	0.609751597994	0.816969069492	0.852111452817	0.737385076185	0.713764471977	0.872048949257	0.718531012897	0.850762983451	0.736820982131	0.780324574765	0.810477661605	0.670709626119	0.780315277284	0.821466334777	0.782048249269	0.724956625233	0.719679407281	0.721646116684	0.0	0.837025998809	0.828823400818	0.776406474209	0.761949641801	0.792711941604	0.733483874281	0.721110491181	0.864761362318	0.75825982475	0.779286248724	0.798431126057	0.724195349319	0.866201347817	0.745568189942	0.751878808065	0.865990359204	0.771891873684	0.71643908896	0.882444217278	0.794362822194	0.747897072458	0.834633168567	0.739682370839	0.716655681693	0.639360670739	0.766108054773	0.718371532622	0.796650669894	0.781819580032	0.776829635902	0.859023506205	0.704260221749	0.895755160437	0.821911981125	0.828368162111	0.810091866028	0.728814237974	0.83597557381	0.761516311334	0.793425504933	0.769822309821	0.788743307205	0.8167225239	0.786220137732	0.819901477247	0.882093275548	0.772352359715	0.863368257813	0.803757008988	0.852207997041	0.860097988428	0.777684262293	0.741821031917	0.814811904199	0.877775957915	0.814507109044	0.823686544652	0.788571337972	0.725899459041	0.787135549826	0.710936497239	0.840158013817	0.848826454703	0.86150776935	0.739320391503	0.709258749845	0.757598228942	0.739439402629	0.871300910261	0.759055556428	0.767354320892	0.795467165372	0.776230372938	0.730048411223	0.814509694856	0.779372475317	0.772628952664	0.828823400818	0.766497836978	0.781060141866	0.797153332297	0.727764689827	0.759566758161	0.765092575788	0.814509694856	0.850337559674	0.863270458835	0.779262132613	0.710936497239	0.824589933235	0.797803390564	0.76057896944	0.840922359812	0.733483874281	0.728814237974	0.848826454703	0.75584972943	0.75584972943	0.720587941464	0.770241724914	0.730686621558	0.781214271931	0.727764689827	0.75584972943	0.810327254849	0.751878808065	0.75584972943	0.797803390564	0.773147826403	0.759566758161	0.828823400818	0.848826454703	0.75584972943	0.797803390564	0.783229702374	0.762232398912	0.819627027157	0.86150776935	0.733483874281	0.781214271931	0.853874418245	0.828823400818	0.781214271931	0.782761336813	0.805160456605	0.782761336813
Klebsiella_unclassified	0.69238602019	0.779639844031	0.747941888762	0.710791642036	0.880200279889	0.763790866396	0.794562464623	0.896641518721	0.716802677621	0.816235449435	0.752910756556	0.773399793429	0.651079137888	0.755163855895	0.885496614878	0.891823997081	0.832484856929	0.924105079526	0.754181939364	0.859071909879	0.833268428171	0.779225123102	0.6971581776	0.792841973114	0.827918873165	0.743429065282	0.867139623746	0.855607658607	0.727391677776	0.754307527647	0.837025998809	0.0	0.766529543402	0.830377440592	0.780142430073	0.772265215481	0.772265215481	0.848330297562	0.822075291816	0.858304080401	0.908608152289	0.754307527647	0.825679863742	0.849454803888	0.760410213119	0.720953045835	0.84628720292	0.849140922013	0.744909439908	0.834302629395	0.81094430877	0.779959179149	0.836161069366	0.833289419175	0.754307527647	0.798119209533	0.800165186972	0.808149626312	0.862874334424	0.774879488447	0.900513809623	0.821178178716	0.742583701629	0.909966192124	0.861370575439	0.891433733224	0.849893528402	0.752252678201	0.905503029984	0.740986309401	0.788162449683	0.898313443452	0.695807619071	0.861044282047	0.905311879768	0.853408458959	0.87417946757	0.910713096574	0.855355428882	0.822279138984	0.909966192124	0.800559845409	0.91216331767	0.843292221294	0.912221527603	0.836401307719	0.809517594539	0.835426763857	0.86498195577	0.931392167252	0.909966192124	0.754307527647	0.909966192124	0.812223591008	0.878710444231	0.905674184868	0.720953045835	0.852683865941	0.881918449168	0.860002483561	0.754307527647	0.903535047879	0.924105079526	0.883742028976	0.798974813696	0.82888649805	0.866299568729	0.847986699053	0.781272246276	0.82587828457	0.82587828457	0.782665558366	0.745013785352	0.798974813696	0.844373932947	0.814249459186	0.920005338315	0.886367339442	0.81892746397	0.727056097518	0.832200538233	0.743429065282	0.847986699053	0.776740833612	0.779225123102	0.752252678201	0.834030611038	0.752252678201	0.719421585603	0.754307527647	0.798023533434	0.824875569607	0.781272246276	0.720953045835	0.772293645062	0.864363075706	0.727056097518	0.719421585603	0.798974813696	0.702995358001	0.829926158429	0.86498195577	0.781272246276	0.782665558366	0.781272246276	0.86498195577	0.752252678201	0.85311890008	0.884624558877	0.754307527647	0.781272246276	0.890865991121	0.84727938835	0.812223591008	0.724104577395	0.897035546073	0.752252678201
Raoultella_ornithinolytica	0.806108308499	0.790200562661	0.813163194252	0.821466334777	0.790200562661	0.806108308499	0.802446001231	0.939680215057	0.829926158429	0.812223591008	0.797255448414	0.813163194252	0.813163194252	0.809284531042	0.732508507938	0.811259792424	0.823057511555	0.824808067613	0.813163194252	0.947748292512	0.826712230573	0.970993901747	0.829926158429	0.822075291816	0.819116838431	0.9783690458	0.798974813696	0.86962269412	0.828505637061	0.970993901747	0.828823400818	0.766529543402	0.0	0.829601408278	0.819029394288	0.970993901747	0.723655053782	0.85521022849	0.654783195596	0.821862387495	0.773926047614	0.723655053782	0.812234282185	0.952853637038	0.811242863993	0.970993901747	0.957711702266	0.780345562342	0.808774523359	0.853595436335	0.970993901747	0.819083873138	0.881214621564	0.797857225079	0.970993901747	0.811259792424	0.82930317722	0.875689439729	0.827299442364	0.776961642419	0.79379942179	0.776385370948	0.801849542873	0.962306403228	0.793123380509	0.952853637038	0.813231988064	0.696127437394	0.962306403228	0.86962269412	0.87638184858	0.868777120186	0.839950059035	0.930606462263	0.871184443351	0.758906366244	0.952853637038	0.773926047614	0.758906366244	0.799546574902	0.839950059035	0.85521022849	0.847714681772	0.811555804759	0.773926047614	0.84749575406	0.696127437394	0.765338901733	0.9783690458	0.72711240894	0.839950059035	0.723655053782	0.962306403228	0.9783690458	0.839950059035	0.861273905665	0.723655053782	0.974550998085	0.709310186593	0.84749575406	0.970993901747	0.787264612157	0.824808067613	0.847714681772	0.654783195596	0.662143150493	0.738553256606	0.839950059035	0.9783690458	0.732508507938	0.871184443351	0.974550998085	0.474173907327	0.9783690458	0.738553256606	0.962306403228	0.942381756817	0.957711702266	0.844536853919	0.474173907327	0.719672848067	0.328631661988	0.839950059035	0.844536853919	0.723655053782	0.696127437394	0.9783690458	0.415398472954	0.415398472954	0.723655053782	0.974550998085	0.696127437394	0.654783195596	0.723655053782	0.974550998085	0.962306403228	0.723655053782	0.415398472954	0.9783690458	0.723655053782	0.654783195596	0.9783690458	0.9783690458	0.696127437394	0.654783195596	0.9783690458	0.696127437394	0.962306403228	0.962306403228	0.723655053782	0.654783195596	0.786865772376	0.9783690458	0.9783690458	0.974550998085	0.9783690458	0.696127437394
Streptococcus_infantis	0.791557596105	0.766462372478	0.780832487612	0.811147598832	0.760311219531	0.750839184191	0.847780588638	0.878600743993	0.814385989974	0.751687541917	0.722423078171	0.589542733936	0.832276008019	0.855172840648	0.869641267981	0.816179285541	0.58001426471	0.819361790862	0.747518301798	0.898453645001	0.698458513817	0.775441065346	0.831771894099	0.782763782921	0.775587890147	0.889588690896	0.67769786038	0.624350787548	0.682162314852	0.763523699251	0.776406474209	0.830377440592	0.829601408278	0.0	0.731718399837	0.799159028262	0.746510429028	0.816168681684	0.812151037008	0.693014543606	0.805927055472	0.848431544306	0.874672336476	0.854070281803	0.687695646771	0.785593580905	0.900456560402	0.743989015806	0.723838357085	0.806100562903	0.689456956692	0.724215806883	0.80497631112	0.753469955343	0.682363820774	0.777895435376	0.669882623261	0.742113942205	0.753439745323	0.560000627083	0.635168617511	0.693829057373	0.742434446113	0.847148067163	0.687962404182	0.89452925668	0.83776691881	0.792140844048	0.839850814069	0.847897263391	0.587495334893	0.845858991523	0.835165691886	0.765367930918	0.635180172372	0.826058370143	0.639688986048	0.843297086477	0.841846180228	0.849195050897	0.803825410748	0.70935441487	0.896924274479	0.540177016763	0.823002051815	0.857402171157	0.831910242781	0.834290622508	0.812151037008	0.758606874712	0.843517996079	0.713631125292	0.883905867052	0.889588690896	0.847880463731	0.698657379757	0.818508966684	0.728035067357	0.725911950897	0.820032140153	0.695929268131	0.73530949747	0.844170610735	0.774394684796	0.84374798213	0.803825410748	0.721270898389	0.82905236999	0.889588690896	0.86037208282	0.92692331599	0.708279610195	0.75405977063	0.769855634416	0.639688986048	0.90563163531	0.805927055472	0.700022559059	0.893335799747	0.70608178369	0.77608952411	0.777594655199	0.843517996079	0.844170610735	0.713631125292	0.831910242781	0.8611983534	0.743174248049	0.743174248049	0.746510429028	0.779867893839	0.743174248049	0.777594655199	0.746510429028	0.779867893839	0.78605155277	0.746510429028	0.743174248049	0.812151037008	0.777089146607	0.769855634416	0.812151037008	0.889588690896	0.743174248049	0.769855634416	0.769855634416	0.743174248049	0.830106605753	0.839850814069	0.70608178369	0.777594655199	0.78605155277	0.760144283929	0.777594655199	0.779867893839	0.787306005686	0.734749104107
Actinomyces_viscosus	0.755217310212	0.546606555427	0.726356881549	0.666469436192	0.68568039195	0.584215742512	0.732333454428	0.713039831067	0.785176932845	0.820706970821	0.621824929598	0.607394715266	0.597488567338	0.769830326335	0.779012109347	0.626601031281	0.648709985391	0.846406948675	0.606237325761	0.876843934031	0.761418229873	0.762467499848	0.738289915155	0.7188182078	0.609921157225	0.809029955914	0.796200760693	0.722383912489	0.764942367608	0.762467499848	0.761949641801	0.780142430073	0.819029394288	0.731718399837	0.0	0.726120742015	0.73549801974	0.798422267843	0.843154949973	0.542864633173	0.80739457345	0.726120742015	0.612201043142	0.918055427445	0.573209423632	0.762467499848	0.788416215739	0.707748287559	0.71106409306	0.8291157974	0.762467499848	0.813549300377	0.698976251527	0.768858966094	0.741054740551	0.57401946142	0.675703508624	0.789324889888	0.663695428583	0.667396482322	0.717163188221	0.815461841035	0.654180495414	0.861790989662	0.799292959436	0.844538494373	0.709240282226	0.81113042118	0.8256891314	0.759564455857	0.744532907797	0.800883478387	0.759140065773	0.763990643962	0.803501761221	0.795986728243	0.820935652991	0.703845115991	0.795986728243	0.736270897909	0.840522155684	0.794586977619	0.831488123064	0.592677920957	0.738361601811	0.792643039027	0.786682116302	0.572692791251	0.782514568665	0.795986728243	0.647040814576	0.748027620565	0.833105643542	0.781878941679	0.840522155684	0.827484231571	0.726120742015	0.762785253663	0.838159139039	0.736638099269	0.765619822949	0.736270897909	0.845159932031	0.760485333423	0.809029955914	0.819778878066	0.820935652991	0.833105643542	0.809029955914	0.781338509686	0.854939091152	0.776768418826	0.728525139725	0.803547146167	0.778196070079	0.8256891314	0.829557824985	0.838159139039	0.838159139039	0.741054740551	0.664891827298	0.803547146167	0.767082134275	0.79974895688	0.741054740551	0.786682116302	0.775366493217	0.776768418826	0.762785253663	0.741054740551	0.770567060463	0.776768418826	0.803547146167	0.73549801974	0.762785253663	0.89992466309	0.73549801974	0.762785253663	0.803547146167	0.731677462825	0.803547146167	0.766396693557	0.797996816786	0.776768418826	0.803547146167	0.803547146167	0.776768418826	0.833105643542	0.833105643542	0.73549801974	0.803547146167	0.833105643542	0.803547146167	0.803547146167	0.762785253663	0.810695221615	0.776768418826
Delftia_unclassified	0.762281148101	0.744430618435	0.738946340777	0.738982875249	0.751312592784	0.744430618435	0.727074617628	0.750283099321	0.786026713315	0.76806902548	0.751312592784	0.744430618435	0.738946340777	0.760953171885	0.735570368244	0.868390687651	0.722833853993	0.943129711197	0.710443088576	0.712637630211	0.813561754523	0.581760214045	0.779225123102	0.859065787803	0.7948686564	0.474173907327	0.839436200317	0.764513842376	0.836376950866	0.195545767606	0.792711941604	0.772265215481	0.970993901747	0.799159028262	0.726120742015	0.0	0.961051735782	0.854309733845	0.474173907327	0.818508966684	0.922299675556	0.581760214045	0.80725875501	0.936542479489	0.836376950866	0.581760214045	0.525506419829	0.863083096524	0.87633408163	0.817203081477	0.38948567332	0.87633408163	0.733540071842	0.906090065583	0.961051735782	0.804881912688	0.845570808296	0.906090065583	0.87633408163	0.868390687651	0.912770200683	0.850258969099	0.890606593745	0.723668690624	0.851124991435	0.936542479489	0.88178651863	0.538621096439	0.949348964642	0.87633408163	0.912770200683	0.778638638151	0.612304832097	0.83951370012	0.922299675556	0.92960636938	0.936542479489	0.922299675556	0.92960636938	0.918569168941	0.949348964642	0.912770200683	0.92960636938	0.898695122071	0.922299675556	0.85249878397	0.538621096439	0.898695122071	0.723655053782	0.92960636938	0.612304832097	0.961051735782	0.949348964642	0.723655053782	0.949348964642	0.92960636938	0.772305306253	0.965851798311	0.943129711197	0.922299675556	0.961051735782	0.918569168941	0.943129711197	0.92960636938	0.970993901747	0.949348964642	0.936542479489	0.949348964642	0.723655053782	0.922299675556	0.922299675556	0.965851798311	0.961051735782	0.970993901747	0.936542479489	0.949348964642	0.922299675556	0.943129711197	0.943129711197	0.961051735782	0.936542479489	0.970993901747	0.616117159025	0.943129711197	0.961051735782	0.965851798311	0.723655053782	0.965851798311	0.965851798311	0.961051735782	0.965851798311	0.965851798311	0.970993901747	0.961051735782	0.965851798311	0.949348964642	0.961051735782	0.965851798311	0.970993901747	0.772305306253	0.970993901747	0.970993901747	0.970993901747	0.965851798311	0.970993901747	0.970993901747	0.965851798311	0.949348964642	0.949348964642	0.961051735782	0.970993901747	0.949348964642	0.970993901747	0.970993901747	0.965851798311	0.970993901747	0.965851798311
Actinomyces_sp_oral_taxon_448	0.744430618435	0.738946340777	0.756796870442	0.773147826403	0.751312592784	0.710443088576	0.851950699183	0.770533483987	0.792986620935	0.702995358001	0.744430618435	0.744430618435	0.744430618435	0.798776885789	0.922299675556	0.685596074988	0.742985374629	0.843658154226	0.751312592784	0.765685293899	0.701572522918	0.961051735782	0.786026713315	0.709492466766	0.732259536906	0.970993901747	0.665375944414	0.687983076874	0.693246715123	0.961051735782	0.733483874281	0.772265215481	0.723655053782	0.746510429028	0.73549801974	0.961051735782	0.0	0.781516853404	0.970993901747	0.713631125292	0.568812339814	0.961051735782	0.727764689827	0.680399930679	0.709241517541	0.961051735782	0.943129711197	0.705768409506	0.745282672896	0.626563677009	0.961051735782	0.677205396244	0.801353840088	0.688502087089	0.772305306253	0.685596074988	0.703899491884	0.740123469758	0.677205396244	0.585914866876	0.661585363935	0.602237950152	0.612772824376	0.949348964642	0.650360405008	0.857989545091	0.662281480354	0.965851798311	0.723668690624	0.695997286976	0.854309733845	0.743911363579	0.949348964642	0.760953171885	0.809332184276	0.712637630211	0.762795466526	0.568812339814	0.698462440908	0.655739897213	0.474082543287	0.661585363935	0.712637630211	0.763043914821	0.568812339814	0.646182388478	0.965851798311	0.635019376063	0.970993901747	0.618884680322	0.949348964642	0.38948567332	0.52100064143	0.970993901747	0.612304832097	0.855727052218	0.961051735782	0.753201488664	0.843658154226	0.646182388478	0.772305306253	0.51328940651	0.757560233413	0.407730317636	0.970993901747	0.52100064143	0.680399930679	0.474082543287	0.970993901747	0.71154028959	0.659964317978	0.753201488664	0.38948567332	0.723655053782	0.777472586236	0.612304832097	0.646182388478	0.718607049731	0.757560233413	0.581760214045	0.762795466526	0.723655053782	0.949348964642	0.654244537057	0.581760214045	0.965851798311	0.970993901747	0.753201488664	0.538621096439	0.38948567332	0.538621096439	0.538621096439	0.723655053782	0.38948567332	0.538621096439	0.723668690624	0.38948567332	0.538621096439	0.474173907327	0.581760214045	0.723655053782	0.970993901747	0.970993901747	0.538621096439	0.474173907327	0.723655053782	0.538621096439	0.85813840095	0.723668690624	0.195545767606	0.723655053782	0.85813840095	0.970993901747	0.474173907327	0.753201488664	0.723655053782	0.538621096439
Kocuria_unclassified	0.804727825172	0.839596838969	0.845146179302	0.763260075317	0.814699460863	0.791715613631	0.823481075638	0.910722428374	0.882212224731	0.54103874378	0.906039616181	0.827711672404	0.762789183116	0.856092829616	0.88473150117	0.854220069573	0.822440404466	0.928711509031	0.858158390843	0.918350189817	0.912850025762	0.762549363193	0.821405103255	0.813100219455	0.866061512549	0.85521022849	0.903305630215	0.798267211786	0.824957624363	0.854309733845	0.721110491181	0.848330297562	0.85521022849	0.816168681684	0.798422267843	0.854309733845	0.781516853404	0.0	0.9354601436	0.823026306818	0.937081167781	0.854309733845	0.844532935143	0.948295589379	0.784580750892	0.810292613668	0.849366897568	0.933492119124	0.864227359924	0.84340746253	0.870767979539	0.79331561683	0.807687826775	0.918699535913	0.779007608886	0.859940300214	0.876266638293	0.901903323039	0.857765031368	0.829047952827	0.849934712485	0.872558406198	0.833744956939	0.897759334167	0.848312452786	0.900011539314	0.87642977719	0.856288148717	0.921733795506	0.864227359924	0.770063848352	0.892283359083	0.941908045049	0.882522145446	0.88473150117	0.93827996256	0.928574108609	0.752808974698	0.955347128691	0.917253809239	0.864483898863	0.86522931446	0.929848674864	0.895114647012	0.814741747765	0.877193805463	0.856288148717	0.879568604096	0.87638184858	0.901419417512	0.886144068976	0.810292613668	0.930463979119	0.87638184858	0.917933583709	0.897284015893	0.912770200683	0.805034397753	0.889060438971	0.868344531003	0.870767979539	0.796668833584	0.937907394255	0.843568538973	0.9354601436	0.921733795506	0.927107107527	0.912958618529	0.85521022849	0.91111893397	0.935909988642	0.856288148717	0.810292613668	0.87638184858	0.884892218624	0.897188543815	0.908203134277	0.90810385751	0.879212905657	0.810292613668	0.927660121726	0.85521022849	0.879683183225	0.928711509031	0.735590982336	0.923779287583	0.79379942179	0.805034397753	0.856288148717	0.810292613668	0.856288148717	0.874655722515	0.79379942179	0.810292613668	0.874655722515	0.921733795506	0.854309733845	0.856288148717	0.9354601436	0.810292613668	0.87638184858	0.753554899492	0.87638184858	0.805034397753	0.85521022849	0.87638184858	0.772920349265	0.888458360203	0.941908045049	0.781516853404	0.79379942179	0.879683183225	0.85521022849	0.9354601436	0.874655722515	0.79379942179	0.856288148717
